mesh,bs_node,target,vtx_idx,dx,dy,dz
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,402,0.004502,0.054736,0.042436
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,403,0.002356,0.025804,0.020595
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,404,0.001182,0.012419,0.010066
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,419,0.028297,0.159075,0.115677
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,420,0.012563,0.17115,0.120358
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,421,0.084276,0.184018,0.484858
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,422,0.07158,0.144409,0.310221
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,423,0.035767,0.046074,0.056677
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,424,2e-06,6e-06,1.4e-05
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,425,0.004491,8.4e-05,0.002161
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,426,0.003133,0.013386,0.010281
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,431,0.091331,0.18349,0.477752
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,435,4e-06,9e-06,1.2e-05
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,443,0.000329,0.000613,0.000783
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,444,0.014853,0.015002,0.015552
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,445,-0.000329,0.016948,0.0378
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,446,0.001374,0.004799,0.006478
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,447,0.00012,0.00044,0.000627
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,452,0.0,3e-06,3e-06
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,453,0.0,1.4e-05,1.4e-05
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,454,1e-06,4.9e-05,4.8e-05
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,455,1e-05,0.000776,0.000786
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,456,-0.000199,0.007265,0.008016
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,457,-0.000283,0.015519,0.018106
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,458,0.000816,0.025914,0.033913
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,459,0.000113,0.020681,0.091273
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,460,-0.002427,0.018042,0.078669
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,463,0.00052,0.005645,0.004666
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,464,-3.7e-05,0.003538,0.00376
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,467,7e-06,0.000108,9.6e-05
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,468,4e-06,0.000134,0.000131
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,469,0.051456,0.056308,0.059408
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,470,0.024573,0.024235,0.019576
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,471,0.000147,0.000834,0.000973
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,472,0.079608,0.106522,0.1663
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,473,0.100694,0.158719,0.393984
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,474,0.18157,-0.042415,0.843068
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,475,0.184822,-0.171739,0.761994
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,476,0.101137,-0.273063,0.811605
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,477,0.050788,-0.287801,0.829737
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,478,0.165458,-0.070477,0.188314
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,479,0.114491,0.023485,0.03321
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,480,0.007949,0.141954,-0.067715
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,481,-0.006895,0.139028,0.08482
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,482,-0.018781,0.056029,-0.088533
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,483,-0.017712,0.081823,-0.084706
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,484,0.006666,-0.01111,0.003127
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,485,-0.000121,9.7e-05,-6.1e-05
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,486,0.086613,-0.262979,0.732361
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,491,0.147154,-0.199202,0.462344
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,495,0.09882,0.164628,0.717856
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,496,0.171917,0.162511,0.580234
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,497,-0.113723,0.102072,0.288302
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,498,-0.242672,-0.039691,0.437344
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,499,-0.307198,-0.24923,0.535586
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,500,-0.169248,-0.412803,0.531948
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,509,0.003666,-0.021806,4e-05
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,510,0.050073,-0.418596,0.522461
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,511,0.092756,-0.312817,0.736746
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,512,0.12416,0.052206,0.232118
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,513,0.027931,0.033162,0.00637
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,514,0.000246,0.004577,0.001812
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,515,0.049279,0.057618,0.004448
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,516,0.093541,0.070798,0.068221
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,525,-1.028864,-0.121896,1.091371
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,526,-0.937994,0.079655,1.026025
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,527,-0.81478,-0.306753,0.91854
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,528,-0.461567,-0.374489,0.661095
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,529,-0.307843,-0.19521,0.671222
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,530,0.06681,0.020837,0.12604
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,531,0.109964,0.075611,0.015301
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,532,0.078881,0.047891,0.104137
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,533,0.052752,0.052173,0.128522
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,534,0.076063,0.088562,-0.009101
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,535,0.034011,0.0309,0.010589
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,536,0.105346,0.057736,0.025555
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,537,0.015503,-0.016643,0.013971
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,538,0.015729,-0.051068,0.034464
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,539,0.102094,0.024628,0.050485
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,540,-0.004238,-0.047945,0.091678
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,541,0.178215,0.039004,0.109783
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,542,-0.01775,-0.068301,0.084253
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,543,0.106537,-0.169338,0.273982
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,544,-0.441491,-0.311574,0.707677
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,545,0.048765,-0.035092,0.076242
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,546,0.059187,0.033009,0.06744
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,547,0.002054,0.003404,-0.007708
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,548,0.067977,-0.010084,-0.007003
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,549,0.048226,0.025409,-0.025425
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,550,-0.69407,-0.255305,0.756708
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,551,-0.144647,0.04028,0.310742
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,552,-0.313233,0.029188,0.529039
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,553,-0.89021,-0.086467,0.850011
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,554,-0.335224,0.078244,0.537942
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,555,-0.774579,0.09945,0.796907
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,556,-0.022011,-0.041676,0.008841
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,557,-0.046005,-0.041502,0.022057
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,558,-0.062535,-0.036622,0.039498
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,559,-0.057391,-0.023738,0.05334
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,560,0.012658,0.006054,0.076783
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,561,-0.040986,-0.013856,0.089683
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,562,0.081069,-0.033833,0.073701
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,563,0.052671,0.015125,0.079777
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,564,0.014662,0.009283,0.003145
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,565,-0.010282,-0.035284,-0.005215
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,566,0.002654,0.011042,0.004243
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,567,0.00131,0.002897,0.002989
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,568,0.000235,0.000296,0.000545
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,576,0.006105,-0.005305,0.008189
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,577,0.007579,0.00887,0.005012
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,578,7.1e-05,0.000177,0.000168
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,579,0.000472,-0.000513,0.001036
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,582,0.008276,-0.01549,0.010023
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,583,0.020088,-0.022832,0.020227
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,584,0.00879,-0.016327,-0.010411
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,585,0.035314,0.003278,0.001154
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,586,-0.00199,-0.029868,-0.006708
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,587,0.003186,-0.006192,0.00225
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,588,0.009242,-0.014188,0.004157
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,589,0.026081,-0.000255,-0.004857
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,590,0.039022,0.014484,0.049827
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,591,0.037642,-0.034739,0.058235
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,592,0.207311,-0.009084,0.071698
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,593,0.02215,0.016037,0.036452
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,594,0.090824,0.012007,0.04789
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,595,0.000788,-0.001656,0.001291
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,596,0.003069,-0.00671,0.003647
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,597,0.017128,-0.006012,-0.010898
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,598,0.000348,0.000478,-0.001251
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,601,0.000721,-0.000651,0.002541
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,602,0.00554,-0.050439,-0.004461
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,604,-0.3146,0.163572,0.359029
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,605,-0.016469,0.073992,0.181908
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,606,-0.375789,0.160308,0.436252
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,607,-0.022178,0.149714,0.053776
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,608,0.022796,0.151721,0.020534
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,609,0.059485,0.096184,0.050886
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,610,0.036913,0.017131,-0.045919
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,611,0.08643,0.06146,-0.075513
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,612,0.096539,0.053238,-0.059335
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,613,0.02591,0.007996,-0.01673
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,614,0.000929,-0.003767,0.002866
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,615,0.026975,-0.033947,0.040245
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,617,0.051582,0.058118,-0.009324
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,620,6.8e-05,-0.000112,-0.000128
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,621,0.016591,0.008174,-0.009288
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,628,0.003407,0.02773,0.049607
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,629,0.002324,0.006503,0.008101
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,630,6.7e-05,0.000201,0.000264
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,636,0.0,4e-06,3e-06
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,637,2e-06,4.2e-05,4e-05
THAIZ_BODY_PLY,C_facial_local_BLS,l_out_mouth_bls,638,7e-06,0.000164,0.000153
