mesh,bs_node,target,vtx_idx,dx,dy,dz
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,786,1.4e-05,-2e-06,2e-06
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,790,-0.031891,0.036072,-0.020357
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,791,0.129193,0.000904,-0.100215
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,792,0.007902,-0.004555,0.000447
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,793,0.008752,-0.005355,0.001571
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,794,0.006695,-0.004793,0.001214
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,795,0.000636,-0.000455,0.000112
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,799,-0.077457,0.075343,-0.066594
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,800,0.006326,0.124105,0.005338
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,801,-0.006375,0.073789,0.068051
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,802,-0.030846,0.010281,0.141686
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,803,0.028143,-0.079434,0.07375
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,804,0.048071,-0.109356,0.121726
THAIZ_BODY_PLY,L_facial_local_BLS,L_out_mouth_bls,805,0.057046,-0.167904,0.221706
